PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM	
J	Le Dantec, Christopher A.; DiSalvo, Carl								Infrastructuring and the formation of publics in participatory design								SOCIAL STUDIES OF SCIENCE				43	2			241	264		10.1177/0306312712471581			APR 2013	2013	Of late, there has been a renewed and reinvigorated exchange of ideas across science and technology studies and participatory design, emerging from a shared interest in publics'. In this article, we explore the role of participatory design in constituting publics, drawing together recent scholarship in both science and technology studies and participatory design. To frame our discussion, we present two case studies of community-based participatory design as empirical examples. From these examples and the literature, we discuss the ways in which the concepts of infrastructuring and attachments are central to the constitution of publics. Finally, through an analysis of our case studies, we consider the differences between the practices of enabling participation and infrastructuring, calling attention to the ways that constituting publics foregrounds an engagement with authority structures and unknown futures through the participatory design process.									2	0	0	0	2	0306-3127		WOS:000329433200005		
J	Chong, Phillipa								Legitimate judgment in art, the scientific world reversed? Maintaining critical distance in evaluation								SOCIAL STUDIES OF SCIENCE				43	2			265	281		10.1177/0306312712475256			APR 2013	2013	This article considers affinities between artistic and scientific evaluations. Objectivity has been widely studied, as it is thought the foundation for legitimate judgments of truth. Yet we know comparatively little about subjectivity apart from its characterization as the obstacle to objective knowledge. In this article, I examine how subjectivity operates as an epistemic virtue in artistic evaluation, which is an especially interesting field for study given the accepted relativism of taste. Data are taken from interviews with 30 book reviewers drawn from major American newspapers including The New York Times, The Los Angeles Times, The Washington Post, and others. The data reveal that critics invest in a set of strategies to effectively objectivize' the subjectivity intrinsic to artistic evaluation, which I refer to collectively as strategies for maintaining critical distance. I argue that the concrete procedures for producing legitimate judgment in the world of art can be usefully compared to the norms for legitimate judgment in science.									0	0	0	0	0	0306-3127		WOS:000329433200006		
J	Arbesman, Samuel; Wray, K. Brad								Demographics and the fate of the young scientist								SOCIAL STUDIES OF SCIENCE				43	2			282	286		10.1177/0306312712470218			APR 2013	2013	Many have suggested that young scientists are having a more difficult time getting research grants, citing the fact that the average age of recipients of prestigious grants is getting higher. We present a population model that suggests that the reason the average age of grant recipients is now higher is because the growth rate of science has slowed down in the last four decades.									1	0	1	0	1	0306-3127		WOS:000329433200007		
J	Latour, Bruno								Biography of an inquiry: On a book about modes of existence								SOCIAL STUDIES OF SCIENCE				43	2			287	301		10.1177/0306312712470751			APR 2013	2013	Since the Inquiry on Modes of Existence has been long in coming and has connections with all the successive field works done by the author, the paper tries to retrace the main steps that have led to the project. It shows that it has preceded the work done in actor-network theory and explains the link between philosophy and anthropology through the peculiar notion of mode of existence'.									2	0	0	0	2	0306-3127		WOS:000329433200008		
J	Tresch, John								Another turn after ANT: An interview with Bruno Latour								SOCIAL STUDIES OF SCIENCE				43	2			302	313		10.1177/0306312712468362			APR 2013	2013	This is a review, or preview, in the form of an interview, of Bruno Latour's forthcoming book, An Inquiry into Modes of Existence. We discuss his intellectual trajectory leading up to actor-network theory and the pluralistic philosophy underlying his new, positive' anthropology of modernity.									0	0	0	0	0	0306-3127		WOS:000329433200009		
J	Collins, Samuel Gerald								Cutting loose in the fun palace: Reengaging cybernetics in a complex world								SOCIAL STUDIES OF SCIENCE				43	2			314	318		10.1177/0306312712461712			APR 2013	2013										0	0	0	0	0	0306-3127		WOS:000329433200010		
J	Birch, Kean; Tyfield, David								Theorizing the Bioeconomy: Biovalue, Biocapital, Bioeconomics or ... What?								SCIENCE TECHNOLOGY & HUMAN VALUES				38	3			299	327		10.1177/0162243912442398			MAY 2013	2013	In the policy discourses of the Organization for Economic Cooperation and Development (OECD) and European Commission (EC), modern biotechnology and the life sciences are represented as an emerging "bioeconomy'' in which the latent value underpinning biological materials and products offers the opportunity for sustainable economic growth. This articulation of modern biotechnology and economic development is an emerging scholarly field producing numerous "bio-concepts.'' Over the last decade or so, there have been a number of attempts to theorize this relationship between biotechnologies and their capitalization. This article highlights some of the underlying ambiguities in these conceptualizations, especially in the fetishization of everything "bio.'' We offer an alternative view of the bioeconomy by rethinking the theoretical importance of several key economic and financial processes.									9	0	4	0	9	0162-2439		WOS:000330314200001		
J	Elliott, Kevin C.								Selective Ignorance and Agricultural Research								SCIENCE TECHNOLOGY & HUMAN VALUES				38	3			328	350		10.1177/0162243912442399			MAY 2013	2013	Scholars working in science and technology studies have recently argued that we could learn much about the nature of scientific knowledge by paying closer attention to scientific ignorance. Building on the work of Robert Proctor, this article shows how ignorance can stem from a wide range of selective research choices that incline researchers toward partial, limited understandings of complex phenomena. A recent report produced by the International Assessment of Agricultural Knowledge, Science, and Technology for Development serves as the article's central case study. After arguing that the forms of selective ignorance illustrated in cases like this one are both socially important and difficult to address, I suggest several strategies for responding to them in a socially responsible manner.									2	0	0	0	2	0162-2439		WOS:000330314200002		
J	Ormerod, Kerri Jean; Scott, Christopher A.								Drinking Wastewater: Public Trust in Potable Reuse								SCIENCE TECHNOLOGY & HUMAN VALUES				38	3			351	373		10.1177/0162243912444736			MAY 2013	2013	In the coming decades, highly treated wastewater, known as reclaimed water, is slated to be a major element of municipal water supplies. In particular, planners propose supplementing drinking water with reclaimed water as a sustainable solution to the growing challenge of urban water scarcity. Public opposition is currently considered the primary barrier to implementing successful potable water reuse projects; nonetheless, public responses to reclaimed water are not well understood. Based on a survey of over 250 residents of Tucson, Arizona, this article assesses the relationship between trust in the professional institutions responsible for municipal water development and willingness to drink reclaimed water. Results demonstrate that public acceptance of potable reuse is contingent on trust in the authorities who influence design of sociotechnical systems for water supply and reuse-including water and wastewater utilities, regulators, consultants, academics, and elected local officials. Findings emphasize the highly interdependent social and political factors that inform personal decisions to support or reject potable reuse. The authors suggest that achieving greater acceptance of potable reuse will require bringing local and regional water policy in line with public values, as well as finding ways to incorporate these values into the planning process.									2	0	1	0	2	0162-2439		WOS:000330314200003		
J	Shilton, Katie								Values Levers: Building Ethics into Design								SCIENCE TECHNOLOGY & HUMAN VALUES				38	3			374	397		10.1177/0162243912436985			MAY 2013	2013	As information systems transform our world, computer scientists design affordances that influence the uses and impacts of these technological objects. This article describes how the practices of design affect the social values materialized in emerging technologies, and explores how design practices can encourage ethical reflection and action. The article presents an ethnography of a laboratory that engineered software for mobile phones to track users' locations, habits, and behaviors. This technical work raised a number of ethical challenges, particularly around questions of data use and surveillance. The ethnography suggests that particular activities within laboratories can help engineers agree on social values as important to design. It characterizes these activities as values levers: practices that open new conversations about social values and encourage consensus around those values as design criteria. Laboratory leaders and advocates can enable and strengthen these levers to encourage ethical reflection and action as an explicit part of design practice.									2	0	0	0	2	0162-2439		WOS:000330314200004		
J	Holmberg, Christine; Bischof, Christine; Bauer, Susanne								Making Predictions: Computing Populations								SCIENCE TECHNOLOGY & HUMAN VALUES				38	3			398	420		10.1177/0162243912439610			MAY 2013	2013	Statistics constitute the social universe of which they are gathered. The foundation necessary to develop quantified knowledge about society is the population. If quantified knowledge changes society, the question arises on how individuals become to be represented as population. The population has to be extracted from individuals in a process that we call "populationisation.'' This encompasses the development of the individual into a segment of a population through the compilation of individual data into population data and its analysis. To describe the process of populationisation, we follow a statistical risk assessment tool, the German Diabetes Risk Score, from its inception in a cohort study to its entry into the public sphere of German society. The population is extracted from individuals that function as research subjects through an identification number. Preprocessed information is entered into a dynamic database that enables its rearrangement according to main aggregates. Through populationisation, a signified is enacted that can be sliced up and that is equal in all its parts. Now predictions can be computed and fed back to society as tools of moral judgment. The acting individual and "society'' are-numerically and literally!-entangled in the production and enactment of risk knowledge.									2	0	0	0	2	0162-2439		WOS:000330314200005		
J	Lin, Wen-yuan								Displacement of Agency: The Enactment of Patients' Agency in and beyond Haemodialysis Practices								SCIENCE TECHNOLOGY & HUMAN VALUES				38	3			421	443		10.1177/0162243912443717			MAY 2013	2013	How might the agency of the subaltern be conceptualized within the intersection of multiple worlds? Actor-network theory's (ANT) translation framework for understanding agency portraying this as entrepreneur and talking of a world in the making is arguably "imperialist,'' "managerial,'' and "monolithic.'' Draws from the enactment turn of ANT and insights into the politics of representation, this article elaborates an alternative framework which focuses on displacement. By examining the case of dialysis patients, the article explores the displacing practices that follow the disruption of routines in dialysis. Patients have to go through a process of problematization, distribution, hybridization, and restabilization, in order to sustain the coexistence of their alternative practices with dialysis. Unlike entrepreneurs in the translation model who transform the world by interesting others, enduring trials, and becoming spokespersons for all, those patients who manage to displace and sustain the coexistence of multiple worlds avoid interesting, still less confronting, the hegemonic actors and claiming representation for themselves. This article suggests the displacement of agency as a generic alternative.									1	0	0	0	1	0162-2439		WOS:000330314200006		
J	Miller, Clark A.; Iles, Alastair; Jones, Christopher F.								The Social Dimensions of Energy Transitions INTRODUCTION								SCIENCE AS CULTURE				22	2			135	148		10.1080/09505431.2013.786989			JUN 1 2013	2013										1	0	0	0	1	0950-5431		WOS:000320017600001		
J	Laird, Frank N.								Against Transitions? Uncovering Conflicts in Changing Energy Systems								SCIENCE AS CULTURE				22	2			149	156		10.1080/09505431.2013.786992			JUN 1 2013	2013										2	0	0	0	2	0950-5431		WOS:000320017600002		
J	Jones, Christopher F.								Building More Just Energy Infrastructure: Lessons from the Past								SCIENCE AS CULTURE				22	2			157	163		10.1080/09505431.2013.786991			JUN 1 2013	2013										1	0	0	0	1	0950-5431		WOS:000320017600003		
J	Iles, Alastair								Choosing Our Mobile Future: The Degrees of Just Sustainability in Technological Alternatives								SCIENCE AS CULTURE				22	2			164	171		10.1080/09505431.2013.786988			JUN 1 2013	2013										0	0	0	0	0	0950-5431		WOS:000320017600004		
J	Raman, Sujatha								Fossilizing Renewable Energies								SCIENCE AS CULTURE				22	2			172	180		10.1080/09505431.2013.786998			JUN 1 2013	2013										0	0	0	0	0	0950-5431		WOS:000320017600005		
J	Moore, Sharlissa								Envisioning the Social and Political Dynamics of Energy Transitions: Sustainable Energy for the Mediterranean Region								SCIENCE AS CULTURE				22	2			181	188		10.1080/09505431.2013.786994			JUN 1 2013	2013										1	0	0	0	1	0950-5431		WOS:000320017600006		
J	Jasanoff, Sheila; Kim, Sang-Hyun								Sociotechnical Imaginaries and National Energy Policies								SCIENCE AS CULTURE				22	2			189	196		10.1080/09505431.2013.786990			JUN 1 2013	2013										3	0	1	0	3	0950-5431		WOS:000320017600007		
J	Hess, David J.								Transitions in Energy Systems: The Mitigation-Adaptation Relationship								SCIENCE AS CULTURE				22	2			197	203		10.1080/09505431.2013.786987			JUN 1 2013	2013										0	0	0	0	0	0950-5431		WOS:000320017600008		
J	Sovacool, Benjamin K.; Brossmann, Brent								Fantastic Futures and Three American Energy Transitions								SCIENCE AS CULTURE				22	2			204	212		10.1080/09505431.2013.786999			JUN 1 2013	2013										2	0	0	0	2	0950-5431		WOS:000320017600009		
